id,name,lat,lng
0415,Dunbar & Broadway,49.264579,-123.18373
0431,Blenheim & 4th,49.268837,-123.177633
0440,Point Grey & Blenheim,49.271471,-123.17731
0443,Balaclava & 6th,49.266924,-123.173849
0444,Balaclava & Broadway,49.264483,-123.173926
0450,Point Grey & Bayswater,49.271044,-123.170661
0452,8th & Macdonald,49.264928,-123.168068
0460,Trafalgar & Cornwall,49.272969,-123.164325
0464,Trafalgar & Broadway,49.264326,-123.164725
0470,Balsam & Cornwall,49.273011,-123.159663
0480,Arbutus & Nanton,49.247854,-123.153422
0482,East Blvd & 37th,49.238161,-123.155117
0484,Yew & Broadway,49.263523,-123.155267
0505,28th & Willow,49.246243,-123.124373
0511,Heather & 18th,49.255034,-123.120226
0516,Heather & 29th,49.245535,-123.120496
0524,King Edward & Cambie,49.249184,-123.116141
0526,29th & Cambie,49.245135,-123.116098
0531,18th & Cambie,49.254818,-123.114785
0532,22nd & Cambie,49.251358,-123.115637
0554,Ontario & 23rd,49.249722,-123.104991
0557,30th & Ontario,49.243375,-123.104978
0561,20th & Main,49.252691,-123.101289
0563,22nd & Main,49.25094,-123.101306
0565,26th & Main,49.24797,-123.10151
0611,Wall & Eton,49.287464,-123.060771
0617,Adanac & Lakewood,49.27751,-123.061429
0621,Lakewood & Oxford,49.285575,-123.061575
0631,Lakewood & Triumph,49.283968,-123.061615
0642,Franklin & Nanaimo,49.282087,-123.056909
0643,Callister Park - Fan Fest,49.28668,-123.04457
0715,Trimble & 8th,49.2658,-123.20596
0716,Sasamat & 10th,49.264019,-123.209176
0801,Spanish Banks East,49.27594,-123.21482
2026,Mobi Last Mile Bike Valet: Returning July 7 @ 9am,49.27266,-123.10218
2112,Place Vanier,49.26518,-123.25868
2114,West Mall Swing Space Building,49.263073,-123.254307
2116,Orchard Commons,49.259999,-123.250902
2117,Totem Park,49.2585,-123.2521
2127,Thunderbird & Thunderbird,49.25976,-123.2479
2131,Brock Commons,49.269172,-123.25279
2132,IK Barber Learning Centre,49.267561,-123.252261
2134,UBC Bookstore,49.265207,-123.250139
2136,Agronomy & East Mall,49.261736,-123.24648
2142,qəlɬaləməcən leləm | Orca House,49.26875,-123.25004
2143,War Memorial Gym,49.266579,-123.248549
2154,Strangway Building,49.2661,-123.24568
2156,Pharmaceutical Sciences,49.26262,-123.2431
2157,Thunderbird Parkade,49.261655,-123.241924
2167,Acadia Park,49.26278,-123.23712
2252,Wesbrook Village - Berton & Shrum,49.25478,-123.23621
2255,Binning & Wesbrook,49.2506,-123.23238
