id,name,lat,lng
426,CE-422 Búfalo-José María Rico (Eje 8),19.368403,-99.177472
427,CE-363 Holbein-Paulo Ucello,19.380839,-99.183932
428,CE-355 California-Sacramento,19.382011,-99.173289
429,CE-346 San Francisco-Santa Margarita,19.384966,-99.174117
430,CE-290 Yosemite-Colorado,19.39638,-99.172708
431,CE-371 Tlacoquemécatl-Capulín,19.378546,-99.174297
432,CE-401 San Lorenzo-Avenida Cuauhtémoc,19.372101,-99.161501
433,CE-356 Matías Romero -Adolfo Prieto,19.381287,-99.1702
434,CE-433 Jose María Olloqui-Lopéz Cotilla,19.363548,-99.170766
435,CE-277 Prolongación Tonalá-Obrero Mundial,19.401807,-99.15909
436,CE-172 General Francisco Murguía-José Martí,19.403507,-99.18166
437,CE-404 Miguel Laurent-Avenida División Del Norte,19.373833,-99.157433
438,CE-203 Tennyson-Av. Homero,19.435985,-99.194832
439,CE-473 Bahía del Espíritu Santo-Bahía de Banderas,19.438143,-99.17519
440,CE-462 Presa Falcón-Presa Danxhó,19.442338,-99.205198
441,CE-477 Lago Iseo-Laguna de Mayrán,19.440905,-99.181743
442,CE-471 Bahía de Chachalacas-Bahía de Santa Bárbara,19.436287,-99.174888
443,CE-321 Torres Adalid-Anaxágoras,19.389477,-99.157513
444,CE-444 General Manuel Rincón-Agustín Gutierrez,19.359475,-99.159437
445,CE-441 Puente Xoco-Real de Mayorazgo,19.361214,-99.167721
446,CE-055  5 De Mayo - Bolívar,19.434514,-99.138068
447,CE-138 Guanajuato-Frontera,19.417702,-99.155313
448,CE-359 Matías Romero -Pestalozzi,19.379331,-99.161163
449,CE-398 Juan Sánchez Azcona-Félix Cuevas,19.37104,-99.165653
450,CE-178 Tamaulipas-Francisco Murguía,19.406833,-99.180457
451,CE-198 Sócrates-Ejército Nacional,19.438174,-99.203836
452,CE-326 Eugenia-Nebraska,19.388978,-99.174811
453,CE-622 Fernando Montes de Oca - Eje 6 Sur,19.378362,-99.144007
454,CE-402 Uxmal-Municipio Libre,19.370934,-99.158741
455,CE-039 Puebla - Medellín,19.421762,-99.166931
456,CE-483 Colegio Salesiano - Marina Nacional,19.443092,-99.177612
457,CE-313 Pensilvania-Oklahoma,19.391431,-99.178989
458,CE-230 Edgar Allan Poe - Carlos Dickens,19.430098,-99.200074
459,CE-485 Lago de Pátzcuaro - Marina Nacional,19.438506,-99.172696
460,CE-392 Patricio Sanz-Félix Cuevas,19.373004,-99.174764
461,CE-453 Pedregal-Teapa,19.424842,-99.203739
462,CE-357 Matías Romero -Amores,19.380617,-99.167066
463,CE-546 Salvador Díaz Mirón - Santa María la Ribera,19.448764,-99.156817
464,CE-301 Luz Saviñón-Magdalena,19.393807,-99.171133
465,CE-004 Río Nilo - Río Panuco,19.428491,-99.171693
466,CE-496 Maestro Rural - José Parres,19.449039,-99.170246
467,CE-146 Coahuila-Manzanillo,19.410699,-99.165877
468,CE-149 Mérida-Antonio M. Anza,19.41199,-99.155699
469,CE-495 Amado Nervo - de los Maestros,19.445528,-99.166934
470,CE-537 Fresno - Clavel,19.457544,-99.159463
471,CE-069 Michoacán - Ámsterdam,19.410797,-99.168143
472,CE-245 Lago Onega-Av. Ejército Nacional,19.438347,-99.190503
473,CE-425 Nicolas San Juan-Avenida Universidad,19.36704,-99.167387
474,CE-481 Lago Garda - Mariano Escobedo,19.449367,-99.182461
475,CE-502 Mar Mediterráneo - Callejón de la Zanja,19.453432,-99.174636
476,CE-504 Mar Blanco - Calzada México Tacuba,19.455343,-99.179056
477,CE-498 de los Maestros - Plan de Agua Prieta,19.453146,-99.166455
478,CE-536 Fresno - Eulalia Guzmán (Eje 2 Norte),19.458881,-99.159215
479,CE-497 Manuel Carpio - Plan de Ayala,19.452688,-99.170157
480,CE-492 Lago Cuitzeo - Felipe Carrillo Puerto,19.449153,-99.173433
481,CE-503 Nextitla - Mar Egeo,19.455572,-99.17513
482,CE-506 Mar Mediterráneo - Mar Arábigo,19.459553,-99.185111
483,CE-507 Mar Mediterráneo - Azcapotzalco,19.460292,-99.188303
484,CE-499 de los Maestros - Calzada de los Gallos,19.455986,-99.165966
485,CE-458 Montes Urales-Volcán,19.428679,-99.206605
486,CE-541 Eligio Ancona - Naranjo,19.45272,-99.158014
487,CE-482 Lago Xochimilco - Laguna de San Cristóbal,19.444826,-99.178393
488,CE-545 Sabino - Salvador Díaz Mirón,19.449098,-99.159952
489,CE-486 Izcoatl - Circuito Interior Melchor Ocampo,19.437334,-99.169573
490,CE-098 Emilio Dondé-Av. Balderas,19.430267,-99.14861
491,CE-491 Colegio Salesiano - Lago Catemaco,19.449405,-99.176635
492,CE-672 José María Velasco - Damas,19.36295,-99.183161
493,CE-543 Jaime Torres Bodet - Manuel Carpio,19.450506,-99.157375
494,CE-540 Eucalipto - Ricardo Flores Magón,19.453965,-99.152468
495,CE-703 Miguel Hidalgo - Calzada General Anaya,19.350776,-99.155379
496,CE-673 Miguel Noreña - José María Ibarrarán,19.363153,-99.186963
497,CE-700 Abasolo - Miguel Hidalgo,19.350062,-99.160024
498,CE-704 Pacífico - Asia,19.344976,-99.157824
499,CE-709 Inglaterra - Antigua Taxqueña,19.344237,-99.150065
500,CE-706 Canadá - Acolotitla,19.347503,-99.15244
501,CE-702 Fernández Leal - Plaza de la Conchita,19.347246,-99.15857
502,CE-708 Irlanda-Canada,19.34642,-99.145669
503,CE-643 Filipinas - Av. Pirineos,19.362323,-99.148805
504,CE-597 Diagonal San Antonio - Icacos,19.398858,-99.151211
505,CE-694 Ignacio Aldama - Centenario,19.353243,-99.163753
506,CE-696 México - Malintzin,19.351576,-99.164567
507,CE-626 San Borja - Petén,19.382115,-99.153988
508,CE-615 Tajín - Universidad,19.38748,-99.153876
509,CE-630 Cuicuilco - Motozintla,19.375677,-99.152953
510,CE-701 Cuauhtémoc - Morelos,19.352052,-99.157981
511,CE-617 Mitla - Eje 5 Sur,19.384589,-99.150517
512,CE-692 Presidente Carranza - Francisco Sosa,19.349149,-99.169646
513,CE-688 Panzacola - Miguel Ángel de Quevedo,19.346975,-99.178791
514,CE-661 Madrid - Universidad,19.35675,-99.171769
515,CE-618 Bartolomé R. Salido - Edzna,19.381824,-99.148086
516,CE-602 Correspondencia - Eje Central Lázaro Cárdenas,19.392523,-99.146194
517,CE-559 Fernando de Alva Ixtlilxochitl - Diagonal 20 de noviembre,19.420029,-99.140999
518,CE-691 Melchor Ocampo - Dulce Olivia,19.347283,-99.170834
519,CE-689 G. Pérez Valenzuela - Salvador Novo,19.351426,-99.175455
520,CE-619 Kiff - Rafael Solana Verduguillo,19.381277,-99.145804
521,CE-649 Héroes del 47 - Calzada de Tlalpan,19.35072,-99.146786
522,CE-629 Tajín - Chichen Itzá,19.376367,-99.155872
523,CE-562 Claudio Bernard - José María Vertiz,19.42037,-99.146818
524,CE-609 Romero - Calzada de Tlalpan,19.384623,-99.139817
525,CE-623 Fernando Montes de Oca - Antonio Rodríguez,19.375518,-99.144118
526,CE-651 Héroes del 47 - División del Norte,19.351578,-99.150941
527,CE-612 Torres Adalid - Cumbres de Maltrata,19.388148,-99.148446
528,CE-577 Doctor Márquez - Doctor Jiménez,19.411609,-99.15314
529,CE-624 Luis Spota - Eje Central Lázaro Cárdenas,19.377516,-99.148116
530,CE-620 Fernando Montes de Oca - Priv. Lago,19.381804,-99.142997
531,CE-592 Cádiz - Eje Central Lázaro Cárdenas,19.399664,-99.145136
532,CE-637 Ajusco - Emperadores,19.36576,-99.144413
533,CE-604 Andalucía - Carteros,19.390945,-99.142972
534,CE-634 Rumania - Víctor Hugo,19.370133,-99.145866
535,CE-568 Doctor Barragán - Doctor Erazo,19.418013,-99.144598
536,CE-639 Bulgaria - Rumania,19.364528,-99.146988
537,CE-573 Fernando Ramírez - Isabel la Católica,19.412853,-99.138723
538,CE-494 Tláloc - Calzada México Tacuba,19.444053,-99.167429
539,CE-563 Doctor Velasco - Niños Héroes,19.419444,-99.149776
540,CE-560 Doctor Liceaga - Eje Central,19.421599,-99.143408
541,CE-611 Miguel Negrete - Niños Héroes de Chapultepec,19.387506,-99.146338
542,CE-567 Doctor Martínez del Río - Doctor José Terrés,19.417133,-99.145649
543,CE-589 Cádiz - Calzada de Tlalpan,19.39859,-99.137732
544,CE-564 Doctor Carmona y Valle - Doctor Velasco,19.419509,-99.153227
545,CE-633 Canarias - Calzada Santa Cruz,19.372175,-99.146356
546,CE-664 Hortensia - 2da cerrada de Minerva,19.355544,-99.178992
547,CE-579 Doctor Márquez - Privada Doctor Duran,19.410884,-99.144975
548,CE-652 Xicoténcatl - División del Norte,19.354876,-99.153611
549,CE-663 Hortensia - Avenida Universidad,19.354803,-99.175419
550,CE-603 Castilla - Eje 4 sur Xola,19.394422,-99.143291
551,CE-548 Dr. Mariano Azuela - Jose Antonio Alzate,19.447029,-99.154311
552,CE-463 Lago Andrómaco-Lago Zurich,19.443228,-99.202492
553,CE-662 Manzano - Circuito Interior,19.362041,-99.175158
554,CE-679 Olivo - Tecoyotitla,19.354886,-99.184642
555,CE-571 Manuel M. Flores - Calzada San Antonio Abad,19.416221,-99.134909
556,CE-578 Doctor Jiménez - Doctor Federico Gómez Santos,19.408649,-99.151126
557,CE-666 Moras - Naranjo,19.361489,-99.177432
558,CE-556 Plaza Tlaxcoaque - Diagonal 20 de noviembre,19.423056,-99.134941
559,CE-678 Francia - Tecoyotitla,19.358863,-99.18293
560,CE-645 Saratoga - Ajusco,19.358634,-99.152732
561,CE-569 Gutiérrez Nájera - Bolívar,19.415713,-99.141227
562,CE-686 Vito Alessio Robles - Universidad,19.352203,-99.178393
563,CE-501 Plan de Guadalupe /Ferrocarril de Cuernavaca - Eligio Ancona,19.454257,-99.172593
564,CE-697 Francisco Sosa - Tres Cruces,19.349277,-99.164921
565,CE-530  Membrillo - Cda. Nueces,19.4645,-99.16948
566,CE-584 Enrique Granados - José Peón Contreras (Eje 3),19.40697,-99.14383
567,CE-580 Antonio Solís - Bolívar,19.409817,-99.141643
568,CE-575 Fernando Ramírez - Eje Central,19.413235,-99.143476
569,CE-590 Fernando - Isabel la Católica,19.399172,-99.140625
570,CE-650 Xicoténcatl- Prolongación Xicoténcatl,19.355809,-99.149393
571,CE-631 Miguel Laurent - Eje Central,19.372907,-99.149207
572,CE-687 Francisco Sosa - Panzacola,19.349307,-99.179074
573,CE-640 Odesa - Bulgaria,19.367465,-99.148786
574,CE-628 Tenayuca - Chichen Itzá,19.378281,-99.15841
575,CE-510 Egipto - Calle Norte 79 A,19.462152,-99.178291
576,CE-635 Calzada Santa Cruz - Antillas,19.370586,-99.142294
577,CE-655 Gomez Farias - Viena,19.357086,-99.160197
578,CE-531 Norte 67 - Poniente 44,19.460356,-99.174283
579,CE-684 Vito Alessio Robles - Tecoyotitla,19.351594,-99.184772
580,CE-613 Luz Saviñón - Doctor José María Vertiz,19.390019,-99.15111
581,CE-557 5 de Febrero - Fernando de Alva Ixtlilxochitl,19.41981,-99.135941
582,CE-642 Repúblicas - Monrovia,19.364001,-99.150422
583,CE-512 Clavería - Floresta,19.465638,-99.186178
584,CE-665 Moras - Mango,19.358903,-99.177997
585,CE-594 Xochicalco - Obrero Mundial,19.402277,-99.153294
586,CE-514 José F. Gutiérrez - Invierno,19.470485,-99.188509
587,CE-525 Boldo - Tila,19.4683,-99.165619
588,CE-527 Boldo - Alcanfores,19.464826,-99.163177
589,CE-516 Texcoco - Nilo,19.46669,-99.180302
590,CE-595 Yacatas - Diagonal de San Antonio,19.396983,-99.155114
591,CE-517 Ignacio Allende - Clavería,19.465377,-99.179197
592,CE-519 Poniente 58 - Cuitláhuac,19.464891,-99.177242
593,CE-521 Yuca - Clavelinas,19.466423,-99.173061
594,CE-518 Heliópolis - Norte 79A,19.468315,-99.177386
595,CE-654 Londres - San Pedro,19.355942,-99.157461
596,CE-653 Londres - División del Norte,19.356689,-99.153269
597,CE-707 Irlanda - División del Norte,19.348076,-99.14906
598,CE-542 Dr. Enrique González Martínez - Eligio Ancona,19.451838,-99.154584
599,CE-636 Ajusco - Antillas,19.367131,-99.142838
600,CE-561 Dr. Jiménez - Dr. Lavista,19.423673,-99.147957
601,CE-585 José Toribio Medina - Manuel Navarrete,19.405358,-99.14316
602,CE-600 Cumbres de Acultzingo - Av. Universidad,19.392463,-99.150544
603,CE-599 La Morena - Zempoala,19.398143,-99.148333
604,CE-638 Av Pirineos - C. Antillas,19.361743,-99.143867
605,CE-591 Simón Bolívar - La Coruña,19.402088,-99.142976
606,CE-500 Plan de Guadalupe /Ferrocarril de Cuernavaca - Juan Sarabia,19.456546,-99.169344
607,CE-484 Laguna Mayran - Lago Cuitzeo,19.44046,-99.174564
608,CE-601 Navarra - Fernando,19.395812,-99.145347
609,CE-685 Av De la Paz - Insurgentes,19.347699,-99.186901
610,CE-535 Av. Jardín - Orquídea,19.461773,-99.162241
611,CE-544 Salvador Díaz Mirón - Nogal,19.449773,-99.163136
612,CE-505 Mar Negro - Mariano Escobedo,19.455319,-99.181368
613,CE-106 San Jerónimo-José María Pino Suarez,19.42649,-99.133537
614,CE-695 Malintzin - Allende,19.352143,-99.162096
615,CE-607 Unión Postal - Calzada de Tlalpan,19.39091,-99.138953
616,CE-690 Tata Vasco - Av. Miguel Ángel de Quevedo,19.345966,-99.172975
617,CE-648 Rafael Olivia - 20 de agosto,19.354411,-99.147795
618,CE-693 Xicoténcatl - Vicente Guerrero,19.352531,-99.164913
619,CE-644 Monrovia - Popocatépetl (Eje 8 Sur),19.361371,-99.150619
620,CE-705 Europa - Miguel Ángel de Quevedo,19.344107,-99.155933
621,CE-539 Naranjo - Av. Ricardo Flores Magon,19.455104,-99.157691
622,CE-538 Nogal - Eligio Ancona,19.453778,-99.163128
623,CE-588  Av. Fernando - La coruña,19.401175,-99.13748
624,CE-558 Chimalpopoca - Simón Bolívar,19.4223,-99.139872
625,CE-593 Zempoala - Diagonal de San Antonio,19.401018,-99.147952
626,CE-699 San Gregorio - Felipe Carrillo Puerto,19.346895,-99.163868
627,CE-490 Lago Garda - FFCC,19.448935,-99.179295
628,CE-627 San Borja - Av. Universidad,19.382606,-99.156592
629,CE-621 Lago Poniente - Calzada de Tlalpan,19.379458,-99.140943
630,CE-605 5 de Febrero - Alfonso XIII,19.395084,-99.139519
631,CE-674 Silvestre Revueltas - Macedonio Alcalá,19.361846,-99.186814
632,CE-528 Tlatilco - Av. Jardín,19.464964,-99.160455
633,CE-598 Palenque - Cumbres de Maltrata,19.3931,-99.152012
634,CE-671 Plateros - Jose María Velasco,19.364577,-99.186288
635,CE-583 Ángel del Campo - 5 de Febrero,19.408087,-99.137763
636,CE-493 Lago Tláhuac - Laguna de Guzmán,19.445916,-99.170401
637,CE-572 Manuel J. Othón - José T. Cuellar,19.414677,-99.136894
638,CE-596 Cumbres de Maltrata - Uxmal,19.395205,-99.155049
639,CE-186 Gob. Gregorio V. Gelati-Gral. Francisco Molinos del Campo,19.412438,-99.188493
640,CE-442  Real de Mayorazgo - Avenida México - Coyoacán,19.359863,-99.165065
641,CE-570 Alfredo Chavero - Simón Bolívar,19.417595,-99.140972
642,CE-647 Antillas - Nevado,19.359256,-99.144433
643,CE-608 Ahorro Postal - Francisco Márquez,19.38843,-99.139772
644,CE-698 Cerrada Zamora - Av. Miguel Ángel de Quevedo,19.344873,-99.16357
645,CE-610  Av. Víctor Hugo - Av. Niños Héroes de Chapultepec,19.387174,-99.143708
646,CE-641 Sevilla - Av. Presidentes,19.368156,-99.151883
647,CE-534 Tlatilco - Jazmín,19.458773,-99.164499
648,CE-574 José María Roa Bárcenas - Simón Bolívar,19.411768,-99.140899
649,CE-616 Petén - Eje 5 Sur,19.384876,-99.153594
650,CE-646  Rumania - Av. Popocatépetl,19.360545,-99.147501
651,CE-489 Lago Chalco - Laguna Tamiahua,19.446383,-99.17598
652,CE-614 Torres Adalid - Av. Cuauhtémoc,19.389293,-99.156348
653,CE-632 Victor Hugo - Sevilla,19.370891,-99.151577
654,CE-625 Zempoala - Angel Urraza,19.379442,-99.150064
655,CE-581 José María Roa Bárcenas - San Antonio Abad,19.411398,-99.135655
656,CE-513 Av. Aquiles Serdán - Av. Invierno,19.469578,-99.189828
657,CE-197 Presa Falcón - Miguel De Cervantes Saavedra,19.440925,-99.205049
658,CE-576 Doctor Arce - Jose Maria Vertiz,19.413464,-99.148029
659,CE-520 Salónica - Eje 3 Norte Camarones,19.470699,-99.178323
660,CE-606 Alfonso XIII - Aragón,19.394974,-99.138949
662,CE-566 Dr. Jiménez - Dr. García Diego,19.416239,-99.149542
663,CE-565 Dr. Martinez del Rio - Dr. Lucio,19.417671,-99.152786
664,CE-587 Jose Toribio Medina - Marcelino Davalos,19.404668,-99.136946
665,CE-586 Bernardo Couto-Juan E. Hernández y Davalos,19.406326,-99.138779
666,CE-526 Toronjil - Mejorana,19.466952,-99.162928
667,CE-547 Dr. Enrique González Martínez - Salvador Díaz Mirón,19.447481,-99.155443
668,CE-488 Huetzin - Cuitláhuac,19.444812,-99.170307
669,CE-683 Pedro Luis Ogazón-Insurgentes Sur,19.350383,-99.187223
670,CE-582 Antonio Solis-San Antonio Abad,19.40948,-99.135894
671,CE-522 Prol. Nueces - Av. Cuitlahuac,19.470597,-99.170053
672,CE-523 Toronjil - Av. Cuitlahuac,19.471112,-99.165294
673,CE-508 Libertad-C. José Sánchez Trujillo,19.462364,-99.183671
674,CE-515 Tebas-C. Salónica,19.469622,-99.184082
678,CE-532  Av. Biólogo Maximino Martínez - Camarones,19.460836,-99.171151
681,CE-509  Juárez - Venecia,19.459686,-99.181778
682,CE-533  Av Plan de San Luis - Eulalia Gúzman,19.460494,-99.16727
683,CE-440  Martin Mendalde - M. López Cotilla,19.361792,-99.171471
684,CE-676  Ricardo Palmerín - Abundio Martínez,19.358236,-99.188106
685,CE-680  Diego Becerra - Av. Revolución,19.366701,-99.188228
686,CE-675 Manuel Castro Padilla - Av. Revolución,19.362526,-99.188958
694,CE-529  Av Plan de San Luis - Calle Clavelinas,19.46555,-99.166902
695,CE-677  Juan Pablo II - Av. de los Insurgentes Sur,19.35904,-99.184498
697,CE-511 Palestina - Egipto,19.463941,-99.18228
698,CE-682 Manuel M. Ponce - Fernando M. Villalpando,19.353534,-99.189548
699,CE-681 Guty Cárdenas - Ricardo Castro,19.355844,-99.189141
700,CE-711 Molino del Rey - Av. Constituyentes,19.414108,-99.191983
702,CE-524 Malvón - Juan Sarabia,19.468119,-99.167268
711,MTL-LAB,0.0,0.0
